trip_id,driver_id,metro_num
315872,82,2
317197,114,2
318658,112,2
318660,10,2
318661,9,2
318779,64,2
318782,99,2
318963,64,2
318964,34,2
320275,24,2
320335,62,2
320445,40,2
320446,52,2
320502,68,2
320689,63,2
322756,102,2
322992,79,2
322993,79,2
323004,82,2
323382,116,2
325384,13,2
325576,83,2
325626,10,2
325632,8,2
325705,16,2
326137,29,2
326270,40,2
327930,95,2
329465,111,2
330491,105,2
330837,10,2
330852,77,2
330853,77,2
330855,24,2
331582,29,2
331951,80,2
332468,116,2
334130,105,2
334805,64,2
334806,113,2
339853,52,2
341337,80,2
341653,95,2
342361,113,2
345192,33,2
349002,56,2
349036,33,2
349053,112,2
353322,71,2
353329,73,2
353612,91,2
353653,52,2
357147,55,2
357250,102,2
357712,91,2
358443,21,2
358445,83,2
360808,55,2
362550,82,2
362982,72,2
363129,103,2
363130,91,2
363951,62,2
364646,21,2
364651,21,2
364989,13,2
365766,8,2
365767,8,2
365890,31,2
366918,37,2
366966,102,2
367574,46,2
369540,33,2
369618,100,2
369624,50,2
369755,19,2
369763,16,2
370174,113,2
370177,64,2
371919,16,2
372445,83,2
372560,73,2
374072,116,2
375259,105,2
375479,31,2
375488,32,2
375492,55,2
375797,116,2
375799,112,2
375807,81,2
375808,116,2
376242,8,2
378514,88,2
381884,72,2
381984,33,2
381997,3,2
382232,109,2
382649,40,2
90542,127,3
90561,131,3
100030,126,3
100048,131,3
107475,125,3
107484,125,3
114355,123,3
114356,132,3
114359,123,3
114390,131,3
126688,123,3
126692,128,3
126694,123,3
126709,131,3
126712,131,3
132802,131,3
136140,131,3
137815,132,3
137819,125,3
138424,132,3
138428,124,3
138452,133,3
139995,126,3
139997,126,3
157868,123,3
157881,126,3
157897,131,3
170219,127,3
175117,133,3
175128,131,3
183279,129,3
183280,129,3
199275,127,3
199457,123,3
200532,128,3
200534,126,3
200546,133,3
200550,133,3
214165,123,3
219441,124,3
219455,132,3
223466,126,3
223484,132,3
223502,133,3
244707,126,3
250935,123,3
250939,127,3
250944,127,3
251330,126,3
259059,123,3
261331,132,3
261353,133,3
261356,133,3
267225,130,3
277038,126,3
278238,127,3
13883,147,4
28420,146,4
28421,146,4
28427,145,4
28444,151,4
28614,150,4
28625,140,4
28705,145,4
28717,145,4
28721,145,4
47004,150,4
47033,149,4
47035,151,4
47042,150,4
47099,145,4
47102,145,4
47105,146,4
47142,145,4
47275,143,4
55464,137,4
55467,150,4
56041,153,4
56058,140,4
56061,153,4
56064,134,4
56942,157,4
56986,146,4
56989,145,4
56990,146,4
56995,146,4
56998,145,4
59271,153,4
60817,154,4
62802,135,4
62806,135,4
62808,159,4
62813,159,4
64027,146,4
64029,146,4
64045,137,4
64046,139,4
74058,136,4
74061,138,4
82107,135,4
90989,148,4
93492,154,4
96440,147,4
96446,147,4
103404,154,4
103459,141,4
103468,155,4
103714,135,4
110566,148,4
114469,148,4
114470,156,4
119151,141,4
119164,143,4
132814,154,4
132816,141,4
132826,142,4
147902,147,4
147925,148,4
147953,147,4
148647,154,4
160390,136,4
169849,142,4
173609,142,4
173626,134,4
177067,144,4
177074,144,4
177075,144,4
177081,144,4
186090,141,4
186110,141,4
186113,142,4
186146,139,4
186148,151,4
186236,134,4
186238,143,4
186248,143,4
186256,140,4
187416,143,4
191487,158,4
204257,149,4
204303,142,4
204314,143,4
204431,147,4
207022,155,4
207033,155,4
207776,157,4
213181,145,4
216267,154,4
225175,142,4
228297,136,4
228324,145,4
230721,149,4
230774,138,4
232495,153,4
232571,157,4
232719,138,4
232730,157,4
232819,158,4
233375,143,4
233377,135,4
233514,141,4
233542,152,4
233544,152,4
233553,154,4
238924,144,4
238942,144,4
238946,144,4
241824,143,4
241826,134,4
244608,147,4
248305,143,4
259235,145,4
259236,146,4
259241,145,4
261571,147,4
263778,150,4
264105,138,4
265683,139,4
268562,143,4
268565,143,4
270196,146,4
270435,155,4
270444,152,4
275247,156,4
277168,143,4
292244,149,4
383036,152,4
357726,161,5
370698,160,5
370700,160,5
370703,160,5
2598,607,6
2617,607,6
2641,369,6
3752,499,6
3760,281,6
3785,353,6
4362,655,6
4371,655,6
4402,498,6
6456,491,6
6489,539,6
6831,261,6
6969,501,6
6990,274,6
6998,357,6
8821,336,6
8827,231,6
8859,579,6
8995,591,6
9048,659,6
9105,283,6
9107,354,6
9136,504,6
9140,353,6
9150,662,6
9152,353,6
10065,534,6
10076,308,6
11058,418,6
11131,233,6
11138,233,6
11266,665,6
11284,496,6
11305,376,6
12602,340,6
12625,184,6
12671,458,6
17068,438,6
17079,573,6
17832,580,6
17846,516,6
17912,479,6
17930,587,6
18518,228,6
18523,228,6
18540,611,6
18546,228,6
19666,210,6
20219,306,6
20228,610,6
20439,226,6
20489,439,6
21188,588,6
21920,227,6
22029,188,6
22037,355,6
22039,396,6
22078,404,6
22080,382,6
22114,227,6
22117,338,6
22119,227,6
22194,496,6
22266,582,6
22346,403,6
22381,418,6
22385,442,6
22389,429,6
22405,372,6
22413,372,6
22436,556,6
22552,180,6
22575,271,6
22646,287,6
22664,177,6
22667,233,6
22675,219,6
22710,630,6
22723,307,6
22875,619,6
22919,178,6
22981,607,6
23009,454,6
23018,454,6
23099,252,6
23267,535,6
23273,271,6
23288,452,6
23350,402,6
23373,543,6
23378,543,6
23379,163,6
23601,302,6
23605,302,6
23627,344,6
24311,598,6
25731,679,6
25770,397,6
25942,642,6
26084,519,6
26085,311,6
26093,573,6
26107,273,6
26120,662,6
26128,426,6
26624,295,6
27091,418,6
27322,483,6
27419,367,6
27508,614,6
27524,553,6
27539,596,6
27544,639,6
27570,413,6
27608,665,6
28918,451,6
29001,505,6
29012,629,6
29055,427,6
29109,668,6
29111,431,6
30271,229,6
30291,440,6
30819,559,6
30828,518,6
31109,284,6
31383,198,6
31442,230,6
31516,470,6
31542,419,6
31545,686,6
31554,179,6
31633,164,6
31635,537,6
31639,452,6
31654,437,6
31688,367,6
31723,172,6
31736,383,6
31738,240,6
31783,193,6
31788,451,6
31969,227,6
31988,475,6
31997,665,6
32050,487,6
32063,616,6
32207,336,6
32241,465,6
32243,688,6
32245,369,6
32251,487,6
32398,192,6
32519,550,6
32802,347,6
33089,358,6
33106,371,6
33133,192,6
33339,350,6
33348,413,6
33357,479,6
33358,340,6
33359,441,6
33363,340,6
33386,205,6
33993,483,6
34011,262,6
34013,185,6
34024,421,6
34047,452,6
34065,545,6
34183,643,6
34195,497,6
34205,262,6
34208,497,6
34213,643,6
34245,545,6
34305,299,6
34354,546,6
34366,499,6
34698,630,6
34706,662,6
34708,629,6
34779,355,6
35171,329,6
35182,170,6
35216,300,6
35371,648,6
35483,337,6
35503,233,6
35577,635,6
35605,389,6
35635,452,6
35647,373,6
35680,373,6
35693,647,6
35695,172,6
36096,248,6
36111,322,6
36129,341,6
36197,172,6
36210,477,6
36235,477,6
36310,380,6
36466,561,6
36557,260,6
36637,260,6
36645,230,6
36669,633,6
36769,405,6
36774,681,6
36977,433,6
36999,359,6
37007,255,6
37025,255,6
37126,355,6
37128,365,6
37133,231,6
37619,563,6
37627,635,6
37855,489,6
37909,335,6
37920,244,6
38263,683,6
38270,198,6
38274,198,6
38279,360,6
38294,680,6
38344,234,6
38347,447,6
38352,647,6
38426,231,6
38529,528,6
38618,609,6
38640,415,6
38667,246,6
38825,547,6
39105,541,6
39118,290,6
39190,239,6
39210,211,6
39217,190,6
39218,239,6
39272,337,6
39326,233,6
39465,268,6
39733,442,6
39959,688,6
39988,441,6
40059,340,6
40219,577,6
40296,417,6
40337,444,6
40370,203,6
40630,478,6
40635,608,6
40643,310,6
40652,465,6
41272,398,6
41293,540,6
41302,557,6
41306,175,6
41330,310,6
41671,268,6
41757,354,6
41839,328,6
41846,417,6
41853,417,6
41857,417,6
41895,162,6
41957,184,6
42007,369,6
42015,568,6
42020,297,6
42022,568,6
42087,259,6
42088,352,6
42138,521,6
42144,458,6
42157,375,6
42189,286,6
42204,555,6
42368,357,6
42379,257,6
42516,234,6
42518,234,6
42567,409,6
42623,681,6
42630,514,6
42652,451,6
42676,319,6
42695,622,6
42862,501,6
43070,413,6
43084,525,6
43087,226,6
43100,283,6
43122,228,6
43231,416,6
43235,614,6
43295,573,6
43429,662,6
43432,662,6
43455,400,6
43466,642,6
43518,177,6
43521,485,6
43524,304,6
43546,186,6
43554,458,6
43611,390,6
43618,564,6
43626,162,6
43711,211,6
43714,492,6
43729,178,6
43792,492,6
43807,582,6
43826,419,6
43829,356,6
43837,327,6
43961,179,6
43974,650,6
44026,686,6
44027,327,6
44246,528,6
44339,667,6
44369,396,6
44378,365,6
44387,365,6
44405,279,6
44475,424,6
44490,609,6
44512,322,6
44569,415,6
44594,193,6
44708,501,6
44854,649,6
44858,537,6
44880,537,6
45047,309,6
45073,330,6
45178,402,6
45187,677,6
45196,285,6
45268,566,6
45291,244,6
45293,499,6
45364,531,6
45391,382,6
45398,648,6
45482,543,6
45485,369,6
45493,571,6
45583,193,6
45611,267,6
45622,669,6
45630,299,6
45648,446,6
45674,420,6
45698,362,6
45702,362,6
45805,562,6
45939,392,6
45954,301,6
45991,670,6
46290,357,6
46512,489,6
46526,400,6
46550,541,6
46554,442,6
46622,254,6
46675,582,6
46687,310,6
46712,635,6
46724,684,6
46769,634,6
47050,369,6
47146,593,6
47195,560,6
47204,345,6
47210,348,6
47350,402,6
47424,469,6
47454,359,6
47458,461,6
47631,334,6
47700,304,6
47770,305,6
47791,457,6
47794,223,6
47809,457,6
47818,409,6
47863,408,6
47890,248,6
47891,593,6
47908,218,6
47919,218,6
47960,438,6
47973,612,6
48001,243,6
48097,675,6
48134,257,6
48171,400,6
48197,314,6
48271,367,6
48308,451,6
48316,492,6
48410,376,6
48414,629,6
48458,574,6
48616,488,6
48635,172,6
48645,616,6
48730,508,6
48795,290,6
48814,485,6
48815,646,6
48823,618,6
48845,667,6
48846,396,6
48850,396,6
48927,327,6
48965,365,6
48980,220,6
49052,404,6
49117,625,6
49126,643,6
49130,625,6
49282,672,6
49402,363,6
49425,307,6
49488,554,6
49519,602,6
49520,332,6
49638,445,6
49646,506,6
49746,332,6
49762,647,6
49793,641,6
49837,514,6
49881,653,6
49932,504,6
49955,279,6
49973,665,6
50006,303,6
50029,393,6
50068,385,6
50107,661,6
50109,421,6
50110,421,6
50111,262,6
50128,606,6
50141,355,6
50152,200,6
50174,227,6
50211,356,6
50272,561,6
50321,665,6
50473,579,6
50631,636,6
50635,636,6
50645,473,6
50666,163,6
50669,167,6
50678,649,6
50737,413,6
50780,226,6
50782,236,6
50791,369,6
50835,200,6
50836,570,6
50837,623,6
50881,622,6
51002,484,6
51084,336,6
51121,279,6
51122,618,6
51139,446,6
51370,191,6
51413,674,6
51659,439,6
51662,439,6
51856,192,6
51896,457,6
51913,438,6
51915,207,6
51964,455,6
51978,488,6
52002,440,6
52051,221,6
52057,291,6
52263,452,6
52267,497,6
52278,598,6
52444,283,6
52445,354,6
52448,354,6
52469,528,6
52483,503,6
52639,331,6
52782,321,6
52872,508,6
52962,617,6
53158,222,6
53266,311,6
53334,653,6
53337,659,6
53346,659,6
53642,288,6
53649,183,6
53686,518,6
53695,525,6
53749,525,6
53754,413,6
53848,452,6
53860,536,6
53873,582,6
53884,357,6
53905,162,6
54018,409,6
54122,369,6
54201,465,6
54219,574,6
54328,255,6
54365,502,6
54402,458,6
54433,659,6
54462,377,6
54529,665,6
54530,602,6
54571,652,6
54603,450,6
54623,459,6
54631,451,6
54640,428,6
54659,404,6
54677,673,6
54706,525,6
54713,560,6
54796,318,6
54805,257,6
54828,504,6
55051,571,6
55138,294,6
55170,444,6
55213,420,6
55228,264,6
55279,256,6
55296,168,6
55422,653,6
55451,659,6
55564,682,6
55586,162,6
55766,422,6
55773,340,6
55786,340,6
55839,528,6
55910,662,6
55997,527,6
56015,314,6
56027,378,6
56122,332,6
56140,552,6
56220,332,6
56232,253,6
56248,253,6
56297,650,6
56310,395,6
56318,483,6
56343,591,6
56373,252,6
56392,601,6
56399,455,6
56402,206,6
56409,377,6
56423,258,6
56510,447,6
56590,363,6
56598,338,6
56662,596,6
56813,292,6
56815,403,6
56816,292,6
56826,403,6
56866,668,6
56873,366,6
56900,485,6
56906,532,6
56914,494,6
57119,168,6
57125,411,6
57159,263,6
57168,486,6
57245,663,6
57363,265,6
57371,213,6
57384,592,6
57555,356,6
57564,656,6
57573,656,6
57575,419,6
57576,344,6
57582,341,6
57627,334,6
57641,603,6
57649,308,6
57656,307,6
57684,478,6
57690,669,6
57727,206,6
57748,683,6
57815,596,6
57819,412,6
57985,564,6
58000,444,6
58133,649,6
58178,335,6
58205,676,6
58291,296,6
58453,370,6
58848,515,6
58927,236,6
59051,298,6
59212,640,6
59224,184,6
59303,263,6
59318,242,6
59320,464,6
59406,522,6
59494,409,6
59511,197,6
59517,591,6
59521,457,6
59522,519,6
59676,448,6
59720,342,6
59723,271,6
59733,637,6
59751,375,6
60000,194,6
60008,278,6
60013,594,6
60043,572,6
60072,255,6
60280,447,6
60419,667,6
60424,667,6
60440,688,6
60548,663,6
60565,286,6
60668,635,6
60679,421,6
60683,477,6
60888,286,6
60905,286,6
60921,268,6
60924,268,6
60952,452,6
60956,309,6
60962,164,6
61164,385,6
61207,560,6
61387,212,6
61425,315,6
61438,472,6
61447,548,6
61463,333,6
61466,389,6
61503,685,6
61509,274,6
61529,484,6
61535,257,6
61557,314,6
61709,471,6
61713,275,6
61751,221,6
61797,214,6
61799,244,6
61814,462,6
61826,496,6
61887,511,6
61935,288,6
61945,453,6
61952,263,6
62651,663,6
62681,278,6
62706,484,6
62722,519,6
62753,475,6
62756,258,6
62890,267,6
62940,574,6
63462,212,6
63578,616,6
63584,168,6
63714,511,6
63739,522,6
63780,450,6
63789,435,6
63796,459,6
63801,673,6
63853,535,6
63879,542,6
63900,634,6
63907,262,6
63952,676,6
63959,341,6
64242,182,6
64259,402,6
64292,338,6
64446,474,6
64502,328,6
64520,294,6
64538,515,6
64550,278,6
64635,585,6
64641,294,6
64668,486,6
64681,444,6
64692,509,6
64714,598,6
64824,667,6
64826,367,6
65009,521,6
65190,330,6
65199,269,6
65244,351,6
65252,640,6
65347,198,6
65351,276,6
65369,356,6
65376,356,6
65447,252,6
65479,479,6
65488,216,6
65511,509,6
65554,385,6
65714,686,6
65739,433,6
65790,559,6
65797,336,6
65849,310,6
65855,445,6
65877,395,6
65920,305,6
65997,559,6
66003,220,6
66214,502,6
66217,518,6
66225,213,6
66226,588,6
66242,517,6
66256,662,6
66267,602,6
66302,528,6
66327,166,6
66346,405,6
66363,598,6
66668,462,6
66681,492,6
66682,528,6
66778,669,6
66823,421,6
66832,674,6
66878,545,6
66882,305,6
66903,413,6
66907,606,6
66936,279,6
66972,341,6
67080,475,6
67090,353,6
67091,353,6
67119,510,6
67122,392,6
67124,683,6
67186,552,6
67202,608,6
67227,402,6
67326,298,6
67388,278,6
67389,501,6
67403,524,6
67526,207,6
67528,573,6
67565,563,6
67575,507,6
67666,527,6
67670,527,6
67683,406,6
67816,391,6
67823,391,6
67837,221,6
67890,416,6
67936,523,6
67943,179,6
68092,531,6
68113,600,6
68119,647,6
68121,243,6
68141,389,6
68162,490,6
68238,284,6
68257,516,6
68274,251,6
68314,440,6
68364,247,6
68372,597,6
68382,447,6
68404,204,6
68417,204,6
68431,536,6
68443,221,6
68510,598,6
68869,632,6
68874,632,6
68916,475,6
68981,649,6
69001,473,6
69035,230,6
69037,518,6
69120,299,6
69161,672,6
69268,517,6
69297,668,6
69300,668,6
69643,570,6
69653,462,6
69880,533,6
69881,256,6
69882,624,6
70087,165,6
70093,269,6
70096,605,6
70225,614,6
70328,231,6
70333,336,6
70504,265,6
71010,302,6
71192,661,6
71203,275,6
71204,421,6
71208,244,6
71230,376,6
71250,424,6
71266,404,6
71497,286,6
71645,436,6
71697,621,6
72021,312,6
72023,548,6
72077,166,6
72109,598,6
72156,382,6
72195,168,6
72483,448,6
72544,423,6
72553,618,6
72832,556,6
72922,235,6
73101,274,6
73117,584,6
73304,499,6
73308,265,6
73319,499,6
73346,404,6
73630,475,6
73643,475,6
73899,259,6
73910,380,6
73962,268,6
73998,648,6
74028,566,6
74100,611,6
74178,265,6
74189,490,6
74191,612,6
74198,370,6
74200,622,6
74231,454,6
74232,596,6
74237,494,6
74267,574,6
74291,677,6
74292,247,6
74294,554,6
74299,402,6
74406,687,6
74414,288,6
74432,522,6
74459,184,6
74806,299,6
74903,304,6
74935,594,6
75075,664,6
75080,664,6
75083,599,6
75116,172,6
75575,571,6
75577,493,6
75847,315,6
75931,321,6
76057,379,6
76060,379,6
76104,231,6
76115,559,6
76117,557,6
76118,319,6
76334,186,6
76336,638,6
76340,186,6
76341,638,6
76386,460,6
76393,340,6
76394,441,6
76440,438,6
76609,416,6
76663,492,6
76720,164,6
76770,665,6
76798,249,6
76874,495,6
76877,459,6
76878,495,6
76887,673,6
76893,325,6
76902,325,6
77528,528,6
77804,311,6
77820,240,6
77956,399,6
78165,425,6
78168,363,6
78272,525,6
78297,303,6
78302,186,6
78738,618,6
78767,355,6
78896,192,6
78918,300,6
79091,242,6
79093,312,6
79097,242,6
79465,213,6
79507,662,6
79624,360,6
79627,630,6
79783,499,6
79789,266,6
79809,653,6
79817,531,6
79859,494,6
79890,357,6
80179,226,6
80188,585,6
80192,407,6
80196,366,6
80213,619,6
80217,670,6
80245,391,6
80400,511,6
80405,513,6
80890,472,6
81012,415,6
81149,661,6
81156,572,6
81160,462,6
81200,453,6
81359,434,6
81795,304,6
82526,263,6
82555,575,6
82751,212,6
82777,476,6
82830,555,6
83089,436,6
83329,223,6
83334,311,6
83364,313,6
83370,313,6
83427,485,6
83504,488,6
83589,684,6
83612,674,6
83646,263,6
83720,506,6
83804,201,6
83837,514,6
83841,665,6
84083,676,6
84130,220,6
84133,599,6
84180,413,6
84186,606,6
84341,404,6
84346,385,6
84347,392,6
84417,173,6
84730,680,6
84802,384,6
84889,370,6
84925,614,6
84966,576,6
85000,432,6
85009,638,6
85129,655,6
85133,495,6
85141,526,6
85275,687,6
85385,598,6
85429,262,6
85459,545,6
85466,346,6
85525,613,6
85535,462,6
85540,462,6
85558,686,6
85564,338,6
86098,411,6
86107,407,6
86116,548,6
86117,556,6
86308,675,6
86350,522,6
86525,582,6
86596,468,6
86656,393,6
86660,393,6
86694,459,6
86700,559,6
86715,435,6
86743,414,6
86773,385,6
87439,280,6
87454,374,6
87464,374,6
87479,374,6
87904,362,6
87925,285,6
87926,285,6
88105,683,6
88262,359,6
88328,260,6
88362,312,6
88400,599,6
88410,396,6
88551,379,6
88647,488,6
89030,463,6
89044,570,6
89319,585,6
89320,411,6
89373,163,6
89381,510,6
89383,508,6
89391,251,6
89408,431,6
89585,296,6
89594,683,6
89608,168,6
89614,475,6
89805,228,6
90011,651,6
90032,598,6
90035,405,6
90040,326,6
90045,402,6
90091,291,6
90122,648,6
90143,275,6
90483,506,6
90488,506,6
90490,688,6
90625,445,6
90898,228,6
91118,557,6
91165,244,6
91202,336,6
91209,450,6
91551,594,6
91705,523,6
91927,266,6
92351,172,6
92460,519,6
92493,563,6
92495,563,6
92501,313,6
92832,668,6
92842,386,6
92874,515,6
92938,174,6
92939,381,6
92945,293,6
93073,204,6
93097,402,6
93373,677,6
93438,405,6
93540,332,6
93588,435,6
93870,313,6
94009,597,6
94010,603,6
94273,347,6
94289,390,6
94302,322,6
94309,571,6
94314,176,6
94315,322,6
94422,431,6
94438,485,6
94451,616,6
94554,250,6
95095,223,6
95101,457,6
95104,223,6
95291,276,6
95328,355,6
95352,431,6
95361,482,6
95366,431,6
95497,298,6
95498,367,6
95499,355,6
95641,324,6
95896,175,6
95918,375,6
95919,252,6
96049,592,6
96060,402,6
96103,208,6
96128,439,6
96572,405,6
97053,401,6
97079,401,6
97126,283,6
97156,528,6
97178,168,6
97179,528,6
97558,479,6
97879,216,6
97919,587,6
98036,596,6
98177,466,6
98179,466,6
98756,526,6
98764,601,6
98803,172,6
98804,181,6
98825,369,6
98828,369,6
98910,346,6
98911,277,6
98934,445,6
98943,448,6
99112,212,6
99551,470,6
99566,179,6
99576,363,6
99596,613,6
99607,223,6
99629,234,6
99685,468,6
99693,668,6
99702,273,6
99825,316,6
99864,234,6
99875,267,6
100003,274,6
100013,457,6
100022,244,6
100199,419,6
100204,344,6
100206,344,6
100477,320,6
100564,331,6
100896,518,6
100897,352,6
101008,242,6
101023,184,6
101036,517,6
101247,639,6
101249,355,6
101261,606,6
101264,639,6
101284,451,6
101483,527,6
