trip_id,driver_id,metro_num
167513,815,8
167530,780,8
168354,812,8
169389,782,8
169751,764,8
170870,775,8
170881,808,8
170899,849,8
171095,795,8
171641,853,8
171642,763,8
172708,804,8
172713,839,8
180401,770,8
180823,845,8
180954,863,8
182315,846,8
182317,846,8
183143,863,8
183258,816,8
183259,816,8
183699,761,8
183700,793,8
183703,761,8
183706,793,8
185028,853,8
185670,853,8
185971,818,8
185972,797,8
185973,834,8
186175,857,8
186923,816,8
186926,822,8
186940,769,8
188740,873,8
189336,873,8
189341,810,8
190221,795,8
190222,804,8
190224,873,8
191422,848,8
191423,797,8
191529,797,8
194977,865,8
194980,814,8
195350,787,8
195360,812,8
198258,782,8
198261,770,8
201165,814,8
201240,835,8
201243,814,8
201621,859,8
201622,796,8
201697,836,8
201701,807,8
201702,820,8
201703,800,8
201704,801,8
201705,807,8
201706,829,8
201892,768,8
201901,775,8
203171,829,8
204528,814,8
204589,762,8
205011,821,8
205435,828,8
206068,777,8
206858,831,8
208133,857,8
209112,816,8
209670,807,8
209671,829,8
211582,790,8
211631,800,8
211632,869,8
212731,770,8
212735,840,8
215223,795,8
215241,776,8
216943,792,8
217346,827,8
217352,865,8
218160,858,8
218231,773,8
218232,773,8
220861,832,8
220905,806,8
220911,806,8
223509,766,8
223513,873,8
223516,765,8
223518,766,8
224125,766,8
226445,791,8
226456,873,8
226457,861,8
227598,839,8
227608,793,8
228405,855,8
228407,861,8
228408,797,8
228409,803,8
228411,818,8
228425,824,8
228519,788,8
231366,866,8
232745,873,8
232759,770,8
232813,812,8
234867,782,8
235229,798,8
238735,870,8
238858,836,8
238861,843,8
238862,801,8
239074,867,8
239401,802,8
239408,805,8
239462,779,8
242315,817,8
242317,855,8
242321,856,8
242842,767,8
242848,776,8
243640,788,8
243957,817,8
243958,828,8
243960,828,8
244198,841,8
244202,813,8
244203,813,8
244286,769,8
244292,784,8
244294,828,8
244296,784,8
244297,828,8
244304,863,8
246893,801,8
247191,780,8
248456,841,8
248457,850,8
248853,850,8
248865,834,8
248867,818,8
248870,873,8
248871,861,8
248876,830,8
249399,867,8
249400,867,8
249405,822,8
251084,869,8
251086,811,8
251088,807,8
251466,847,8
251639,783,8
251892,803,8
253251,780,8
253399,851,8
253400,811,8
253402,851,8
253403,820,8
253404,771,8
253407,811,8
253425,777,8
253426,825,8
253427,858,8
253428,789,8
253850,818,8
253853,776,8
254170,765,8
254171,766,8
254173,778,8
254174,873,8
254175,766,8
256681,825,8
257328,866,8
257603,854,8
257604,847,8
257605,802,8
257792,853,8
258307,783,8
258514,873,8
258572,863,8
258575,812,8
258962,873,8
258968,803,8
260288,804,8
260289,855,8
261042,844,8
261599,870,8
265010,808,8
266155,778,8
266729,770,8
266895,863,8
267294,786,8
268136,871,8
268199,816,8
270189,867,8
270974,762,8
271932,762,8
279220,769,8
279223,764,8
279238,839,8
279370,852,8
281157,852,8
281166,785,8
282550,796,8
283001,830,8
283007,792,8
284149,772,8
284151,779,8
284221,844,8
287447,785,8
288576,808,8
289311,843,8
289312,786,8
289393,786,8
289394,779,8
289395,858,8
289398,779,8
289401,826,8
289402,858,8
289559,842,8
290540,839,8
290545,839,8
291982,805,8
291993,849,8
293620,796,8
293869,872,8
293884,763,8
301009,872,8
301014,788,8
306586,812,8
342563,819,8
342805,859,8
346402,787,8
346403,863,8
346410,815,8
346411,799,8
350255,779,8
350317,771,8
350940,769,8
350950,841,8
350965,830,8
351163,813,8
351170,770,8
351207,868,8
351213,873,8
351292,781,8
351310,837,8
351412,862,8
351456,793,8
351471,816,8
351507,846,8
351508,846,8
351545,837,8
351625,867,8
351630,867,8
352394,842,8
352862,870,8
356617,780,8
356635,769,8
356642,774,8
356643,774,8
356715,767,8
357997,782,8
358099,866,8
359445,772,8
363425,872,8
363426,786,8
364051,829,8
364502,787,8
365235,808,8
365236,868,8
366783,791,8
366791,853,8
366795,870,8
366842,849,8
366848,772,8
366871,874,8
366908,837,8
366916,837,8
367253,844,8
367274,871,8
367774,849,8
368418,772,8
368465,832,8
368488,835,8
368609,774,8
368917,762,8
368920,780,8
369063,872,8
369065,810,8
369066,829,8
370226,824,8
370271,870,8
370386,839,8
370526,810,8
370529,808,8
370559,791,8
371499,862,8
371503,837,8
371546,827,8
372425,848,8
373984,779,8
375041,809,8
375105,779,8
376018,827,8
376080,775,8
376085,775,8
376102,767,8
376105,818,8
376371,794,8
376985,808,8
376988,775,8
377509,774,8
377581,831,8
377583,798,8
377584,772,8
377731,785,8
378228,839,8
378235,815,8
378389,772,8
378390,867,8
378631,761,8
378668,793,8
378676,769,8
378678,774,8
378693,776,8
378951,785,8
379597,770,8
379657,792,8
381975,829,8
382031,846,8
382517,813,8
382681,782,8
382885,835,8
382983,870,8
382989,776,8
383296,773,8
383346,792,8
26291,900,9
26304,903,9
26306,915,9
26308,903,9
26310,901,9
26312,880,9
26338,909,9
26361,877,9
28286,909,9
28288,909,9
28290,909,9
28293,909,9
30537,894,9
30544,903,9
32762,881,9
37325,883,9
38981,883,9
38986,899,9
39080,908,9
39445,891,9
39456,891,9
42939,891,9
42970,875,9
42983,875,9
42984,891,9
43061,915,9
43741,889,9
43746,889,9
43753,889,9
43851,902,9
45167,910,9
45169,875,9
46129,887,9
46154,901,9
46158,893,9
46167,888,9
46171,887,9
46973,899,9
46975,890,9
46977,885,9
46980,898,9
50396,879,9
51480,912,9
51485,907,9
51517,902,9
51530,876,9
51539,876,9
51584,887,9
52101,907,9
52116,907,9
52157,898,9
52174,882,9
52523,876,9
53545,878,9
53577,908,9
61093,884,9
61095,890,9
62453,905,9
71679,892,9
71690,917,9
77230,910,9
77259,908,9
77263,908,9
87128,893,9
87983,900,9
87984,900,9
87986,885,9
87987,900,9
88009,888,9
90407,894,9
100918,916,9
100929,913,9
104234,883,9
104236,889,9
105754,907,9
105755,912,9
107529,885,9
107537,898,9
114636,894,9
120900,893,9
120904,914,9
120906,893,9
120910,913,9
121337,896,9
127113,892,9
127118,884,9
127120,885,9
128957,901,9
128960,901,9
131559,889,9
131560,898,9
131573,889,9
131575,899,9
131595,905,9
131598,915,9
131599,905,9
131602,905,9
131605,915,9
131606,905,9
137457,916,9
137464,901,9
144664,910,9
144706,894,9
144722,896,9
144785,910,9
144803,910,9
144911,878,9
144940,877,9
144942,896,9
144955,912,9
144964,877,9
153486,911,9
153512,911,9
153515,911,9
153522,911,9
158937,902,9
158941,884,9
158942,884,9
158944,902,9
173858,894,9
173859,892,9
173885,880,9
185764,892,9
185779,887,9
185784,916,9
187052,876,9
187055,876,9
187116,876,9
188017,901,9
192277,916,9
192279,901,9
206047,885,9
206049,900,9
212341,916,9
212342,901,9
224075,894,9
224093,880,9
225106,878,9
225112,878,9
225118,895,9
225308,897,9
225312,883,9
225334,891,9
226266,880,9
226274,888,9
242775,899,9
242777,890,9
242778,890,9
254789,905,9
255540,903,9
257289,900,9
257291,885,9
257292,900,9
257294,884,9
257296,913,9
257297,900,9
257298,884,9
257307,901,9
257311,901,9
263860,884,9
267246,913,9
272033,884,9
272035,890,9
272036,884,9
272038,885,9
272040,912,9
273882,913,9
284671,917,9
288772,898,9
288774,906,9
288779,882,9
290345,906,9
290354,893,9
290734,901,9
295932,904,9
295934,886,9
295939,904,9
295940,886,9
307398,893,9
307399,906,9
307400,906,9
307401,893,9
307402,895,9
307407,893,9
314251,914,9
314718,879,9
314743,882,9
314762,881,9
314779,875,9
314806,883,9
314823,907,9
314874,904,9
314884,904,9
314936,877,9
314987,904,9
314997,886,9
315011,886,9
316081,914,9
318546,914,9
369272,877,9
374140,877,9
374322,888,9
375868,904,9
375877,888,9
375963,888,9
376464,907,9
380227,916,9
381060,877,9
381165,879,9
381170,904,9
381175,917,9
381201,879,9
381202,916,9
382340,917,9
383027,888,9
383317,909,9
58,1088,10
62,976,10
72,1174,10
74,1182,10
75,1183,10
109,1049,10
2698,1174,10
2699,1252,10
2775,1151,10
2805,1113,10
3806,1208,10
3823,947,10
3898,925,10
3925,1056,10
4177,1019,10
4179,922,10
4181,1225,10
4190,958,10
4196,1229,10
4200,1050,10
4558,1210,10
4566,1232,10
4567,1159,10
4568,1232,10
4569,1232,10
4580,1231,10
4666,1212,10
4901,1040,10
4906,1012,10
4921,1054,10
4957,1109,10
4958,926,10
4959,1197,10
4966,1197,10
5078,1178,10
5116,1143,10
5143,1172,10
6211,929,10
6214,963,10
6365,1028,10
6375,1105,10
6739,1112,10
6899,1134,10
6900,1225,10
6902,1084,10
6903,922,10
6904,1262,10
7011,1239,10
7123,1105,10
7147,997,10
7149,1023,10
7170,931,10
7182,1077,10
7185,1157,10
7201,1215,10
7202,1214,10
7263,1016,10
7264,1091,10
7385,1060,10
7470,1089,10
7564,1049,10
7849,1090,10
7857,1095,10
8297,1206,10
8303,1058,10
8313,1038,10
9964,1195,10
9967,1256,10
9974,1256,10
9978,1021,10
9981,1216,10
10008,1096,10
10690,1177,10
11022,1149,10
11030,1149,10
11103,932,10
11237,1023,10
11239,1117,10
11240,1139,10
11241,932,10
11251,1163,10
11345,942,10
11356,1008,10
11402,1072,10
11418,997,10
11431,1074,10
11903,1078,10
11907,1078,10
12500,974,10
12510,1133,10
12587,950,10
12592,950,10
13099,1013,10
13112,1173,10
13181,998,10
13230,1196,10
13240,1009,10
13258,1034,10
13345,1116,10
13349,1223,10
14212,956,10
14864,962,10
14866,1176,10
14869,999,10
15091,1078,10
15093,1061,10
15094,1091,10
15163,962,10
15571,928,10
15587,1000,10
16148,1055,10
16251,1082,10
16256,1082,10
16263,990,10
16264,995,10
16465,1157,10
16558,1195,10
16834,1097,10
16835,1015,10
16864,1180,10
16905,1029,10
17010,1100,10
17171,941,10
17184,1184,10
17204,1059,10
17237,1151,10
17263,1145,10
17569,1125,10
17571,1120,10
17593,1256,10
18075,1142,10
18091,968,10
18388,930,10
18400,939,10
18489,1000,10
18490,947,10
18496,980,10
18660,1249,10
18675,1249,10
18935,1004,10
18939,1230,10
19012,1125,10
19074,1093,10
20010,1249,10
20378,1257,10
20383,1199,10
20384,1082,10
20392,1240,10
20402,923,10
20456,1097,10
20511,1089,10
20517,1235,10
20529,1089,10
20532,1197,10
20540,1092,10
20545,1092,10
20570,980,10
20608,1134,10
20627,1142,10
20664,1208,10
20669,1112,10
20681,1220,10
20757,937,10
20758,1242,10
20759,1039,10
20760,1075,10
20762,1027,10
20764,1179,10
20765,1179,10
20766,937,10
20767,1242,10
20768,1039,10
20770,963,10
20773,1039,10
20777,1030,10
20778,1164,10
20779,1101,10
20791,1101,10
20824,983,10
20864,1020,10
20872,1149,10
21002,1217,10
21654,1124,10
21659,988,10
22901,1082,10
22904,1215,10
22905,1198,10
22911,1075,10
23189,969,10
23969,1003,10
24216,991,10
24404,1042,10
24405,1165,10
24480,1007,10
24645,1010,10
24647,1218,10
24653,933,10
24957,1173,10
25047,1261,10
25238,1095,10
25239,1154,10
25508,1258,10
25524,1226,10
25560,1097,10
25617,1168,10
25746,1099,10
26902,970,10
26951,1212,10
27344,972,10
27345,987,10
27348,1251,10
27351,1013,10
27926,1073,10
27936,1073,10
27947,1248,10
30008,1073,10
30019,1063,10
30106,1245,10
30421,925,10
30430,1004,10
32318,968,10
32667,1094,10
32694,1156,10
32700,1050,10
34260,1018,10
34546,1182,10
34574,1097,10
34837,989,10
35409,966,10
35826,956,10
35835,1112,10
35904,1178,10
37590,1107,10
37610,1004,10
37613,1263,10
38892,1130,10
39180,1078,10
40861,1070,10
41223,1120,10
41735,1256,10
41782,1041,10
41963,1137,10
41973,1175,10
41975,1137,10
41983,1160,10
42342,957,10
42994,935,10
42997,1048,10
43005,1134,10
43018,981,10
43020,1115,10
43026,1247,10
43042,992,10
46919,1092,10
46921,1188,10
46924,1092,10
46925,936,10
46928,1208,10
46930,1187,10
46932,1072,10
46944,1052,10
46945,1147,10
48041,1050,10
48049,1218,10
48216,973,10
48221,1000,10
50475,1173,10
50500,1251,10
50516,1017,10
50535,1017,10
50548,988,10
50612,941,10
50686,1201,10
50688,996,10
50706,935,10
51281,976,10
53365,950,10
53371,1260,10
53593,962,10
53829,989,10
56927,952,10
58513,1191,10
58514,978,10
58763,1162,10
58770,1060,10
59082,938,10
59084,1025,10
59603,1079,10
60378,1173,10
60392,1173,10
60494,1124,10
60527,1110,10
60528,1178,10
60534,1139,10
60535,1095,10
60644,987,10
60650,1251,10
60652,1258,10
60660,1173,10
61605,1161,10
61626,1217,10
61990,935,10
62000,1064,10
62493,920,10
62506,1026,10
62591,924,10
62619,1011,10
63082,1262,10
63094,964,10
63133,950,10
63135,1104,10
63136,1238,10
64854,1030,10
64855,1039,10
64856,1126,10
64868,1119,10
65475,936,10
68041,1190,10
68072,1209,10
68073,1002,10
68322,958,10
68326,968,10
68667,1046,10
68668,1120,10
68680,1145,10
70211,1106,10
71878,1042,10
72943,1018,10
72945,926,10
72948,1157,10
72998,1200,10
73549,939,10
73553,933,10
73557,933,10
74699,1137,10
74978,994,10
74984,1084,10
74986,918,10
74987,942,10
75002,996,10
75367,1103,10
75368,1248,10
75810,920,10
75820,920,10
75835,1011,10
76044,1047,10
79668,1212,10
79679,1037,10
80141,962,10
80142,1045,10
80162,1167,10
81437,1253,10
81447,1071,10
81653,940,10
81804,1035,10
81806,1176,10
81811,1176,10
81812,1035,10
81813,1114,10
81816,1133,10
81817,962,10
83178,1214,10
83179,990,10
83560,1067,10
83564,1067,10
83566,1067,10
84506,942,10
84517,1186,10
84521,1186,10
84526,988,10
84562,1040,10
84583,1025,10
84595,947,10
84611,1260,10
85051,1114,10
85052,1187,10
85055,926,10
85189,959,10
85223,1171,10
86142,1014,10
86149,1080,10
87349,1124,10
87379,921,10
87381,1084,10
87382,1262,10
87383,1225,10
87385,1262,10
87386,994,10
87393,1201,10
87543,1021,10
91579,1026,10
91605,1184,10
91632,1144,10
91647,1185,10
91967,1126,10
92143,1146,10
92392,930,10
92552,1083,10
92558,1236,10
92564,945,10
95779,1227,10
96383,1074,10
96585,937,10
96587,1039,10
96588,1075,10
96589,963,10
96590,1198,10
96591,1242,10
96631,984,10
96864,1257,10
96900,1246,10
97478,1223,10
97513,1047,10
97515,1034,10
97596,1031,10
97734,1178,10
97737,1139,10
100076,1220,10
100950,950,10
101113,1017,10
102134,1049,10
102158,1212,10
102684,978,10
102687,1099,10
102712,1118,10
102736,1200,10
102745,1125,10
103041,1114,10
103042,1176,10
103045,1087,10
103046,1133,10
103070,1204,10
103075,1168,10
103820,1021,10
104399,1107,10
105426,1070,10
105428,1112,10
105433,1136,10
105455,1023,10
105561,1148,10
106618,1239,10
106622,1008,10
106645,1163,10
107122,1114,10
107134,1133,10
107135,962,10
107357,1015,10
107359,1245,10
107563,1100,10
107568,1100,10
107604,1128,10
108494,927,10
108695,1199,10
108701,1030,10
108712,1189,10
108716,1145,10
108724,1145,10
108758,1137,10
109277,1046,10
109295,995,10
109309,1189,10
109846,1115,10
109870,1152,10
109874,1152,10
109929,1125,10
112606,1064,10
112607,1024,10
112626,967,10
112629,933,10
112630,967,10
112679,968,10
112932,1065,10
112933,1152,10
112945,1215,10
113509,1097,10
113513,1097,10
113535,1029,10
113566,1127,10
113573,968,10
113574,981,10
115797,1209,10
115835,1206,10
115893,1044,10
115907,1228,10
118123,1237,10
118153,957,10
119013,1245,10
121567,924,10
121572,1030,10
121591,985,10
121961,1114,10
121991,997,10
122184,1174,10
123193,1015,10
123204,1245,10
123210,934,10
123214,1237,10
124394,1140,10
125657,1173,10
125666,1129,10
125730,960,10
125900,1006,10
125903,1160,10
129516,1031,10
129523,1013,10
131063,1077,10
131069,1116,10
131324,1257,10
132210,1098,10
132689,1014,10
132717,1041,10
132720,943,10
132721,943,10
134569,974,10
134653,1043,10
134654,1025,10
134661,1144,10
134937,1237,10
135154,1035,10
135329,1033,10
135490,1254,10
135491,1138,10
135494,954,10
138069,1016,10
138070,1257,10
138080,1082,10
138151,1007,10
139010,1074,10
139040,1197,10
139046,1223,10
139053,1177,10
141711,1030,10
143626,1036,10
144160,1114,10
144165,1110,10
144175,1154,10
144971,946,10
147296,1076,10
147312,1116,10
148164,939,10
148167,939,10
148583,1157,10
148729,1055,10
148988,1121,10
149007,951,10
149012,1178,10
149017,997,10
149110,1035,10
149111,1193,10
149114,1035,10
149116,938,10
149208,997,10
149210,1023,10
149320,1217,10
149774,1179,10
149777,1218,10
149782,920,10
149784,1218,10
149803,1203,10
149908,1260,10
150024,1068,10
150301,1146,10
150302,1048,10
150338,1030,10
150339,1039,10
150344,1019,10
152554,942,10
152556,935,10
152557,1202,10
152558,1146,10
152569,1202,10
153070,1040,10
153126,1024,10
155392,1254,10
155403,998,10
155408,954,10
158532,1106,10
158535,1132,10
158539,1136,10
158541,1114,10
158543,1132,10
159101,1261,10
159369,1247,10
159374,1084,10
159378,1013,10
159379,1206,10
159382,1217,10
159383,1013,10
159385,1217,10
159386,1013,10
159387,1206,10
159389,1217,10
159390,1013,10
159419,1209,10
159581,1208,10
159610,979,10
160779,1246,10
160781,956,10
160782,1112,10
160783,1114,10
160786,1246,10
160787,1123,10
160789,1133,10
160791,1066,10
160826,1222,10
160871,1007,10
160880,1178,10
160890,1246,10
160891,1246,10
160903,1256,10
160920,1256,10
160932,1189,10
161258,959,10
161260,960,10
161264,1057,10
164587,981,10
166911,1070,10
166916,1176,10
166940,1178,10
166947,1117,10
166950,1241,10
167278,1096,10
167288,1065,10
172101,1045,10
173711,1262,10
173738,1258,10
174036,1221,10
174049,1162,10
174489,1091,10
174735,1221,10
174743,974,10
175883,1049,10
175912,1004,10
176400,982,10
176401,1220,10
177453,939,10
178102,1086,10
178105,1086,10
178114,1102,10
178133,1219,10
179267,1192,10
179268,1070,10
179587,1236,10
181886,1194,10
182558,976,10
184234,944,10
184241,918,10
184242,944,10
184245,1085,10
184301,965,10
184314,986,10
185545,949,10
188318,1154,10
188400,1128,10
188402,1243,10
188403,1161,10
188405,1017,10
188406,1243,10
189498,1035,10
189499,1087,10
189500,962,10
189531,999,10
189888,1100,10
192072,1019,10
199726,980,10
199740,1062,10
199745,1208,10
199747,1187,10
199774,929,10
199775,964,10
199778,961,10
199780,964,10
199783,929,10
199784,1082,10
199785,1010,10
199786,986,10
199865,1188,10
199878,1025,10
199892,1143,10
199895,1123,10
199896,926,10
199897,1114,10
199980,1077,10
200087,1010,10
200090,1214,10
200094,1214,10
200135,1087,10
200142,1035,10
200144,1087,10
200145,1176,10
200165,1172,10
200185,1043,10
200189,1018,10
200254,1233,10
200273,1131,10
200294,1187,10
200295,1109,10
200323,1220,10
200334,1025,10
200338,1208,10
200341,1223,10
200350,1034,10
200356,965,10
200379,1114,10
200381,938,10
200407,1185,10
200466,1062,10
200468,1114,10
200666,1009,10
200669,1134,10
200670,1225,10
200671,918,10
200699,968,10
201567,984,10
201574,1214,10
201577,984,10
201580,1082,10
201582,986,10
201618,968,10
202095,1177,10
202558,1132,10
202562,945,10
202565,1257,10
202566,995,10
202568,1132,10
202569,1061,10
202570,929,10
202611,1230,10
202725,1153,10
202733,1054,10
202793,1259,10
203706,1078,10
203713,1078,10
203716,1240,10
203717,1087,10
203722,1159,10
203726,1125,10
203730,1163,10
203979,1170,10
204103,950,10
204176,1125,10
204359,1137,10
204682,1034,10
204991,1220,10
205157,1108,10
205527,967,10
205929,1047,10
206492,1009,10
206514,1079,10
206992,1010,10
206994,990,10
206999,1214,10
207001,1064,10
207003,1082,10
207004,1078,10
211305,1092,10
211308,1012,10
211325,1200,10
211865,1028,10
213492,1092,10
213494,1187,10
214412,945,10
214417,1083,10
214998,1169,10
215011,1233,10
217456,1160,10
219184,1098,10
219188,1098,10
219191,1121,10
220287,1104,10
220578,1190,10
220923,973,10
222529,1141,10
222977,1253,10
223134,1095,10
223140,969,10
223154,979,10
223627,1160,10
223677,969,10
223816,1061,10
223817,1257,10
223818,995,10
223819,1078,10
223821,990,10
224712,1195,10
225495,1072,10
225527,1073,10
225907,1156,10
226109,1090,10
227818,1006,10
228169,1078,10
228173,1082,10
228176,1214,10
228193,1012,10
228328,1200,10
229284,1185,10
229534,1243,10
230693,1156,10
231581,1000,10
231960,1054,10
232260,954,10
233136,1150,10
233687,993,10
234054,1034,10
234119,1019,10
234120,984,10
234191,1214,10
234195,1196,10
234200,967,10
234361,1220,10
235864,1065,10
235891,1206,10
235896,994,10
236172,1024,10
236230,1251,10
236234,1251,10
236263,922,10
236268,1262,10
236269,994,10
236270,1190,10
236273,918,10
236875,1122,10
236885,1209,10
237779,962,10
237781,1149,10
237801,1060,10
237897,1178,10
239068,1005,10
240051,1200,10
240635,1056,10
240647,927,10
241117,1154,10
241564,1130,10
241796,1024,10
242162,1177,10
242186,1114,10
242187,999,10
242192,962,10
242194,1045,10
242214,1003,10
242219,1154,10
243452,947,10
243571,1156,10
243572,1131,10
243947,1239,10
244059,1066,10
244060,1121,10
244085,1003,10
245174,1031,10
245176,1190,10
245177,922,10
245180,918,10
245198,955,10
245264,1257,10
245826,1083,10
246921,1103,10
247101,1192,10
247102,1018,10
247520,1177,10
249002,1154,10
250071,936,10
250073,938,10
250153,1037,10
250223,1002,10
250282,1026,10
250293,1115,10
250295,1002,10
250480,1252,10
250736,1165,10
250838,1102,10
250923,1051,10
251432,1182,10
251438,1017,10
251533,1221,10
252752,1154,10
252759,1139,10
252807,1076,10
253409,1134,10
253511,1146,10
253650,1021,10
253691,918,10
254397,1084,10
254409,957,10
254422,1031,10
254424,1209,10
255351,1005,10
255373,1135,10
255611,1050,10
255730,1141,10
255735,938,10
255759,1244,10
256431,926,10
256942,1117,10
256957,990,10
256964,1086,10
257457,1146,10
257493,1010,10
257495,1031,10
257501,1130,10
257774,986,10
259252,949,10
259646,1190,10
259710,1021,10
260310,1111,10
260472,931,10
261661,1209,10
261888,1263,10
262424,1245,10
262425,957,10
263076,1189,10
263446,1150,10
263504,1250,10
263509,1114,10
263523,1224,10
263556,1197,10
263620,1043,10
263642,1114,10
263644,999,10
263652,1205,10
264360,1169,10
264378,1023,10
264640,1173,10
264646,1251,10
264648,1213,10
264835,1209,10
264882,1011,10
264950,1023,10
265743,1005,10
265763,1085,10
265778,943,10
265783,1002,10
265787,943,10
265803,1070,10
265871,1077,10
266020,1045,10
266254,1067,10
266326,1183,10
266658,1170,10
266661,1256,10
267234,1169,10
268059,1033,10
268157,1081,10
268227,1189,10
268351,1108,10
268355,949,10
268493,1169,10
268522,1118,10
268608,1156,10
268770,1114,10
268772,1132,10
268774,936,10
268789,983,10
268943,1013,10
268945,1246,10
269274,1252,10
270003,1213,10
270131,981,10
270165,1101,10
270356,1239,10
270358,1069,10
271063,1025,10
272086,1149,10
272446,946,10
272679,1008,10
272764,1147,10
272812,1043,10
272826,1167,10
272830,1139,10
272831,1047,10
273323,1243,10
273579,1118,10
273587,1138,10
273813,1047,10
273815,1057,10
273911,1051,10
274056,950,10
274290,1140,10
275316,1085,10
275320,1186,10
275425,977,10
277169,1176,10
277797,958,10
277806,1134,10
277830,1064,10
277851,971,10
277863,1184,10
277914,1228,10
277950,992,10
278186,933,10
278193,924,10
278336,1131,10
278360,1177,10
278374,1177,10
278394,1214,10
278501,1045,10
278516,1208,10
278541,956,10
278553,926,10
278575,1025,10
278617,1109,10
278637,1020,10
278788,1127,10
278879,1068,10
278897,1042,10
278920,975,10
278927,1183,10
279062,1016,10
279107,1228,10
279138,1066,10
279145,1098,10
279147,953,10
279156,1019,10
279205,950,10
279210,1137,10
279211,1104,10
279212,1238,10
279255,1048,10
279266,958,10
279274,1201,10
279278,1011,10
279280,1069,10
279420,1211,10
279425,969,10
279436,1054,10
279441,1211,10
279529,1054,10
279533,1250,10
279610,1207,10
279682,1181,10
279861,1069,10
279941,1066,10
279958,1033,10
279971,1154,10
280174,934,10
280188,991,10
280639,1240,10
280659,1110,10
280664,1101,10
280676,1050,10
280741,1182,10
280794,1223,10
280813,1033,10
280828,1095,10
281201,1162,10
281567,1140,10
281828,984,10
281842,1076,10
281844,1229,10
281856,1000,10
281998,1204,10
282018,1102,10
282218,1107,10
282233,1248,10
282239,1071,10
282806,1069,10
283112,1168,10
283186,1121,10
283212,1159,10
283557,995,10
283642,1094,10
283664,1195,10
283667,1120,10
284200,1184,10
284318,1037,10
284418,924,10
284651,1099,10
284915,1138,10
284920,1156,10
285094,1237,10
285095,1051,10
285096,1088,10
285109,934,10
285131,1127,10
285862,1025,10
286003,1201,10
286012,1007,10
286028,1216,10
286103,1162,10
286161,1169,10
286163,1131,10
286284,1120,10
286401,1055,10
286438,1178,10
286748,1058,10
286756,988,10
286758,1017,10
286779,1161,10
286791,1017,10
286826,919,10
286833,1053,10
286951,1115,10
287081,1259,10
287977,1252,10
288018,1124,10
288112,1188,10
288115,1020,10
288118,1191,10
288180,1086,10
288736,927,10
288793,1026,10
288875,1044,10
288897,1069,10
289015,1048,10
289127,959,10
289135,1129,10
289140,1234,10
289155,941,10
289177,1213,10
289262,1260,10
289272,1223,10
289285,1137,10
289461,989,10
289515,1162,10
289523,1185,10
289532,1125,10
289592,1178,10
289598,1146,10
289600,1084,10
290433,1020,10
290440,1070,10
290514,1147,10
290520,1153,10
290525,1154,10
290701,971,10
290803,1111,10
290904,1137,10
290920,1116,10
290941,1036,10
290948,1153,10
290952,1153,10
290982,976,10
290995,1183,10
291162,1044,10
291180,1071,10
291187,1069,10
291283,1093,10
291350,1250,10
291447,1158,10
291568,955,10
291666,1259,10
291729,1120,10
291868,1079,10
292260,962,10
292269,1066,10
292283,1098,10
292486,1025,10
292503,1153,10
292950,1238,10
292989,1177,10
292998,1000,10
293110,1029,10
293122,1156,10
293240,1153,10
293283,1259,10
293286,1095,10
293351,1181,10
293413,1012,10
293490,1037,10
293498,1097,10
293509,1180,10
293514,1029,10
293751,1121,10
293801,1116,10
293818,940,10
293940,1250,10
293982,967,10
294122,1079,10
295077,1219,10
295082,1102,10
295102,1007,10
295239,1063,10
295240,1063,10
295270,1048,10
295271,1202,10
295297,1022,10
295384,980,10
297257,1089,10
297345,1016,10
297351,1256,10
297434,1020,10
297438,1020,10
297450,1259,10
297529,1086,10
297542,1189,10
297596,1000,10
297603,1185,10
297608,973,10
297616,973,10
297729,1256,10
298207,927,10
298209,1180,10
298232,1231,10
298239,1148,10
298288,1227,10
298290,1227,10
298620,1142,10
298636,1105,10
298780,1202,10
298954,948,10
299149,1260,10
299267,1223,10
299568,1064,10
299630,943,10
299635,1011,10
299647,1094,10
299648,1196,10
299679,1120,10
299681,1130,10
299682,1057,10
299683,1195,10
299687,1057,10
299690,1021,10
300145,1071,10
300246,969,10
300249,969,10
300403,990,10
300434,1095,10
300440,1098,10
300684,1202,10
300701,1229,10
300868,1247,10
300877,1041,10
300913,1250,10
300916,1181,10
300994,1181,10
301127,925,10
301131,1081,10
301435,1071,10
301530,1040,10
301535,1223,10
302070,1079,10
302076,1079,10
302080,1224,10
302103,923,10
302108,1151,10
302134,954,10
302136,1156,10
302535,1054,10
302800,1254,10
302811,1155,10
302875,1014,10
302886,1020,10
302891,1162,10
302910,1169,10
303112,1180,10
303121,1001,10
303200,987,10
303240,1048,10
303241,971,10
303254,1239,10
303699,943,10
304009,993,10
304157,1094,10
304251,1204,10
304739,1221,10
304938,1105,10
304943,953,10
305604,1110,10
305781,1098,10
305912,1118,10
305916,1118,10
305989,1222,10
306266,1026,10
306269,1111,10
306478,974,10
306524,1050,10
306630,1060,10
306696,1077,10
306775,1020,10
306777,1157,10
306997,1020,10
307052,1113,10
307064,970,10
307092,1235,10
307103,1093,10
307583,1219,10
307821,1222,10
307912,1009,10
307923,1171,10
307925,1022,10
307928,1171,10
308113,1016,10
308119,984,10
308125,968,10
308357,1122,10
309163,971,10
309186,1057,10
309567,1068,10
309678,1100,10
310567,1122,10
310595,1071,10
310780,949,10
310845,1005,10
